Titulo,Estreno,Pais,Idiomas,Direccion,Nota,Productoras,Clasificacion,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Premios,Sinopsis,Genero1,Genero2,Duracion
Cuenta atrás,2002,Canadá,Ingles,Jonathan Heap,3.7,Focus Features,PG,Stephen Baldwin, Tom Skerritt, Kelly Rowan, D.B. Sweeney, Suki Kaiser, Alan C. Peterson,,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Acción,,60
Toda la verdad,2016,Estados Unidos,Ingles,Courtney Hunt,5.1,Lionsgate Films,PG,Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, James Belushi, Jodi Lyn Brockton, Kenneth Choi,Mejor Actor Principal,,Drama, Thriller,90
La Conjura de El Escorial,2008,España,Español,Antonio del Real,4.3,Columbia Pictures,PG-13,Julia Ormond, Jason Isaacs, Jürgen Prochnow, Jordi Mollà, Joaquim de Almeida, Juanjo Puigcorbé,,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",Drama,,90
El efecto mariposa,2004,Estados Unidos,Ingles,"Eric Bress, J. Mackye Gruber",7.3,Village Roadshow Pictures,G,Ashton Kutcher, Amy Smart, Kevin Schmidt, Melora Walters, Elden Henson, Eric Stoltz,,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Drama, Fantástico,120
Las manos,2006,Argentina,Español,Alejandro Doria,6.4,DreamWorks Pictures,G,Jorge Marrale, Graciela Borges, Belén Blanco, Carlos Weber, Esteban Pérez, Duilio Marzio,Mejor Película,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Drama,,45
Nacidas para sufrir,2009,España,Español,Miguel Albaladejo,6.2,Warner Bros. Pictures,PG-13,Petra Martínez, Adriana Ozores, Malena Alterio, María Alfonsa Rosso, Mariola Fuentes, María Elena Flores,Mejor Diseño de Vestuario,Duis mattis egestas metus. Aenean fermentum.,Drama, Comedia,90
Coriolanus,2011,Reino Unido,Ingles,Ralph Fiennes,5.3,Lionsgate Films,G,Ralph Fiennes, Gerard Butler, Vanessa Redgrave, Brian Cox, Lubna Azabal, Ashraf Barhom,Mejor Director,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Thriller,,60
El cuarto ángel,2001,Reino Unido,Ingles,John Irvin,4.6,Paramount Pictures,PG,Jeremy Irons, Forest Whitaker, Jason Priestley, Charlotte Rampling, Ivan Marevich, Joel Pitts,Mejor Película,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Acción, Drama,60
Arrástrame al infierno,2009,Estados Unidos,Ingles,Sam Raimi,5.7,Miramax,PG,Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza,,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Terror, Thriller,90
Lord of Tears,2013,Reino Unido,Ingles,Lawrie Brewster,3.4,Columbia Pictures,PG,Euan Douglas, David Schofield, Lexy Hulme, Jamie Gordon, Nancy Joy Page, Jock Ferguson,,Morbi a ipsum. Integer a nibh. In quis justo.,Terror,,
La espuma de los días,2013,Francia,Frances,Michel Gondry,6,Columbia Pictures,PG,Romain Duris, Audrey Tautou, Gad Elmaleh, Omar Sy, Aïssa Maiga, Charlotte Le Bon,Mejor Película,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Drama, Fantástico,60
Dragon Ball Z: The Fall of Men,2015,Francia,Frances,Yohan Faure,6.4,Miramax,NC-17,Benjamin Hubert, Aurélie Dujarrier, Christophe Perez, Samuel Aldrich, Juliette Ceintre, Bastien Guio,Mejor Actor Principal,Pellentesque ultrices mattis odio. Donec vitae nisi.,Acción, Ciencia ficción,45
La caja,2006,España,Español,J.C. Falcón,5.9,Gaumont Film Company,PG,Ángela Molina, Elvira Mínguez, Antonia San Juan, María Galiana, Joan Dalmau, Vladimir Cruz,Mejor Actor Principal,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Drama, Comedia,90
Cuinant,2014,España,Español,Marc Fàbregas,5,DreamWorks Pictures,PG-13,Chus Pereiro, Miguel Sitjar,,,,,Mejor Diseño de Vestuario,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",Romance,,60
El bosque de Karadima,2015,Chile,Español,Matias Lira,6.4,Lionsgate Films,PG-13,Benjamín Vicuña, Luis Gnecco, Ingrid Isensee, Renato Jofré, Francisco Melo, Gloria Münchmeyer,Mejor Actriz Principal,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Intriga,,120
Amor en juego,2005,Estados Unidos,Ingles,"Peter Farrelly, Bobby Farrelly",5.1,Miramax,PG-13,Drew Barrymore, Jimmy Fallon, Ione Skye, Jason Spevack, Jack Kehler, Scott Severance,Mejor Actriz Principal,,Comedia, Romance,
The Taiwan Oyster,2012,Taiwán,,Mark Jarrett,6,Columbia Pictures,R,Billy Harvey, Jeff Palmiotti, Leonora Lim-Moore, Erin King, Fu-Kuei Huang, Chia-Ying Kuo,,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Aventuras,,150
El gran León,2017,Perú,Español,Ricardo Maldonado,4.7,Relativity Media,PG-13,Carlos Alcantara, Gianella Neyra, Cristian Rivero, Patricia Portocarrero, Stefano Tosso, Martha Figueroa,,Nunc rhoncus dui vel sem. Sed sagittis.,Romance,,60
El año del diluvio,2004,España,Español,Jaime Chávarri,4.6,Miramax,PG,Fanny Ardant, Darío Grandinetti, Eloy Azorín, Ginés García Millán, Francis Lorenzo, Pepa López,Mejor Actriz Principal,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Drama, Romance,150
Nine Dead,2010,Estados Unidos,Ingles,Chris Shadley,4.3,Columbia Pictures,PG-13,Melissa Joan Hart, John Terry, William Lee Scott, Lawrence Turner, Edrick Browne, James C. Victor,,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Intriga, Terror,90
El becario,2015,Estados Unidos,Ingles,Nancy Meyers,5.8,Paramount Pictures,PG,Robert De Niro, Anne Hathaway, René Russo, Nat Wolff, Drena De Niro, Adam DeVine,Mejor Guión,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama, Comedia,
Una cuestión de género,2018,Estados Unidos,Ingles,Mimi Leder,6.3,Legendary Pictures,G,Felicity Jones, Armie Hammer, Kathy Bates, Sam Waterston, Justin Theroux, Jack Reynor,Mejor Actriz Principal,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",Drama,,120
Wallis y Eduardo: El romance del siglo,2011,Reino Unido,Ingles,,5.6,Miramax,PG,Abbie Cornish, Andrea Riseborough, James D'Arcy, Natalie Dormer, Oscar Isaac, Laurence Fox,,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Drama, Romance,45
Temblores 5: El legado,2015,Estados Unidos,Ingles,Don Michael Paul,3.9,Warner Bros. Pictures,G,Michael Gross, Jamie Kennedy, Ernest Ndhlovu, Lawrence Joffe, Zak Hendrikz, Natalie Becker,Mejor Banda Sonora Original,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Acción, Ciencia ficción,120
La venganza del dragón,2009,Hong Kong,Chino,Derek Yee,5.6,Legendary Pictures,NC-17,Jackie Chan, Naoto Takenaka, Daniel Wu, Xu Jinglei, Masaya Kato, Fan Bingbing,Mejor Película,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Acción, Drama,90
La verdad duele,2015,Estados Unidos,Ingles,Peter Landesman,6.2,DreamWorks Pictures,PG,Will Smith, Gugu Mbatha-Raw, Alec Baldwin, Albert Brooks, David Morse, Eddie Marsan,Mejor Actor Principal,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Drama,,90
Estado de regresión,2013,España,Español,Álex Mendíbil,4.8,Miramax,G,Jesús Calvo, Marta Suárez Bodalón, Antonio Villa, Sasa Yagüe, Martha Ramirez, María José Giraldo,,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Intriga,,
Langosta,2015,Grecia,,Yorgos Lanthimos,6.6,Miramax,PG,Colin Farrell, Rachel Weisz, Jessica Barden, Olivia Colman, Ashley Jensen, Ariane Labed,Mejor Película,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Ciencia ficción, Drama,150
Unas navidades de escándalo,2014,Estados Unidos,Ingles,Brian Skiba,3.1,Warner Bros. Pictures,PG-13,Kristy Swanson, Dean Cain, Lochlyn Munro, Jodi Lyn O'Keefe, Shannon Kummer, Sharon Thomas,,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Romance,,90
Slow Learners,2015,Estados Unidos,Ingles,"Don Argott, Sheena M. Joyce",4.6,Paramount Pictures,PG-13,Adam Pally, Sarah Burns, Reid Scott, Catherine Reitman, Mary Grill, Kate Flannery,Mejor Guión,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Romance,,60
Juego sucio,2002,Australia,Ingles,David Caesar,4.7,Universal Pictures,G,Bryan Brown, Toni Collette, John Goodman, Sam Neill, Sam Worthington, Kestie Morassi,,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Comedia,,60
La venganza de una mujer,2012,Portugal,Portugues,Rita Azevedo Gomes,7,DreamWorks Pictures,NR,Rita Durão, Fernando Rodrigues, Hugo Tourita, Duarte Martins, Francisco Nascimento, Isabel Ruth,,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Drama,,120
Jugando con fuego,2019,Estados Unidos,Ingles,Andy Fickman,3.8,Walt Disney Pictures,G,John Cena, John Leguizamo, Keegan-Michael Key, Judy Greer, Tyler Mane, Brianna Hildebrand,Mejor Director,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Comedia,,
Cómo sobrevivir en un mundo material,2020,Estados Unidos,Ingles,Miranda July,5.7,New Line Cinema,NR,Evan Rachel Wood, Gina Rodriguez, Richard Jenkins, Debra Winger, Da'Vine Joy Randolph, Diana-Maria Riva,,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Drama,,60
The Aeronauts,2019,Reino Unido,Ingles,Tom Harper,5.9,Paramount Pictures,PG,Eddie Redmayne, Felicity Jones, Tom Courtenay, Tim McInnerny, Phoebe Fox, Vincent Pérez,Mejor Director,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Acción, Aventuras,90
Juramento de venganza,2009,Estados Unidos,Ingles,Franc. Reyes,3.6,Constantin Film,NC-17,John Leguizamo, Harvey Keitel, Florencia Lozano, Diane Venora, Wanda De Jesus, Adrian Martinez,Mejor Actriz Principal,,Thriller,,150
Cielos tóxicos,2008,Canadá,Ingles,Andrew C. Erin,3.5,Relativity Media,PG-13,Anne Heche, Peter Abrams, Ralph Alderman, Nicola Anderson, Daniel Bacon, Laura Bertram,Mejor Guión,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Ciencia ficción,,90
Notte prima degli esami... Oggi,2007,Italia,Italiano,Fausto Brizzi,4.8,Miramax,PG-13,Nicolas Vaporidis, Franco Interlenghi, Paola Onofri, Giorgio Panariello, Serena Autieri, Carolina Crescentini,,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Romance,,
Insomnio,2002,Estados Unidos,Ingles,Christopher Nolan,6.5,Columbia Pictures,NC-17,Al Pacino, Robin Williams, Hilary Swank, Maura Tierney, Martin Donovan, Nicky Katt,,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",Intriga, Thriller,120
Mystery Team,2009,Estados Unidos,Ingles,Dan Eckman,5.5,Columbia Pictures,G,Donald Glover, D.C. Pierson, Dominic Dierkes, Aubrey Plaza, Glenn Kalison, Peter Saati,Mejor Actriz Principal,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Intriga,,90
Shooters (Los tiradores),2002,Reino Unido,Ingles,"Glenn Durfort, Colin Teague",4.6,MGM Studios,NC-17,Louis Dempsey, Andrew Howard, Adrian Dunbar, Gerard Butler, Jason Hughes, Matthew Rhys,,,Thriller,,
Sicario,2015,Estados Unidos,Ingles,Denis Villeneuve,6.8,Warner Bros. Pictures,PG,Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber, Jon Bernthal, Jeffrey Donovan,Mejor Actor Principal,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Acción, Drama,60
Perdidos,2015,México,Español,Diego Cohen,3.1,Lionsgate,PG-13,Carlos Moreno Craviotto, Román García, Orlando Moguel, Eduardo Montes, Adrián Romero, Daniela Steinhauer,,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Terror,,90
Pánico a bordo,2005,Estados Unidos,Ingles,John Shepphird,2.2,Village Roadshow Pictures,PG-13,John Rhys-Davies, Giancarlo Esposito, Dylan Neal, Chelan Simmons, Paula Shaw, David Millbern,Mejor Banda Sonora Original,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Terror,,90
Avant l'aube,2011,Francia,Frances,Raphaël Jacoulot,6.1,Columbia TriStar Motion Picture Group,NR,Jean-Pierre Bacri, Vincent Rottiers, Ludmila Mikael, Sylvie Testud, Céline Sallette, François Perrot,,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",Thriller,,120
Ever After,2018,Alemania,Aleman,Carolina Hellsgård,4.1,Columbia Pictures,PG,Gro Swantje Kohlhof, Maja Lehrer, Trine Dyrholm, Yûho Yamashita, Barbara Philipp, Marco Albrecht,,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,Terror,,90
La excepción a la regla,2016,Estados Unidos,Ingles,Warren Beatty,5,Amblin Partners,PG-13,Alden Ehrenreich, Lily Collins, Warren Beatty, Haley Bennett, Candice Bergen, Martin Sheen,Mejor Actriz Principal,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Drama, Romance,120
Day of the Dead: Bloodline,2018,Bulgaria,,Hèctor Hernández Vicens,3,MGM Studios,PG-13,Sophie Skelton, Johnathon Schaech, Jeff Gum, Marcus Vanco, Mark Rhino Smith, Lillian Blankenship,Mejor Película,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Ciencia ficción, Terror,90
Papá por un día,2009,Argentina,Español,Raúl Rodríguez Peila,3.9,STX Entertainment,G,Nicolás Cabré, Luisana Lopilato, Gimena Accardi, Miguel Ángel Rodríguez, Patricia Sosa, Carlos Kaspar,,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Romance,,45
Father of Invention,2010,Estados Unidos,Ingles,Trent Cooper,4.8,Village Roadshow Pictures,G,Kevin Spacey, Camilla Belle, Virginia Madsen, Heather Graham, Johnny Knoxville, Craig Robinson,Mejor Guión,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Comedia,,120
En qué piensan los hombres,2012,Estados Unidos,Ingles,Tim Story,5.1,Miramax,PG,Jerry Ferrara, Meagan Good, Regina Hall, Kevin Hart, Michael Ealy, Gabrielle Union,Mejor Guión,,Comedia, Romance,90
Madre,2019,España,Español,Rodrigo Sorogoyen,6.1,New Line Cinema,R,Marta Nieto, Jules Porier, Àlex Brendemühl, Anne Consigny, Frédéric Pierrot, Raúl Prieto,,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Drama, Intriga,60
Combate Final,2004,Hong Kong,Chino,Marco Mak,4,20th Century Studios,NC-17,Hong-Jun Zhang, Jing-Yang Ni, Jun Teng, Tie Li, Sang Wei-Lin, Zi-Long Zhao,,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Acción,,
Bienvenidos a Zombieland,2009,Estados Unidos,Ingles,Ruben Fleischer,6.6,Sony Pictures Entertainment,PG,Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin, Amber Heard, Bill Murray,Mejor Actor Principal,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Acción, Terror,
Solo el amor,2018,Argentina,Español,"Andy Caballero, Diego Corsini",3.9,Warner Bros. Pictures,PG-13,Franco Masini, Yamila Saud, Facundo Gambandé, Victorio D?Alessandro, Andrea Frigerio, Gerardo Romano,,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",Romance,,
Infected,2012,Estados Unidos,Ingles,Glenn Ciano,2.8,Constantin Film,NR,Michael Madsen, Tom DeNucci, William Forsythe, Christy Carlson Romano, Johnny Cicco, Tracey Sheldon,Mejor Actriz Principal,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Terror,,
Sharkenstein,2016,Estados Unidos,Ingles,Mark Polonia,1.5,Universal Pictures,G,Greta Volkova, James Carolus, Titus Himmelberger, Jeff Kirkendall, Ken Van Sant, Yolie Canales,Mejor Película,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Acción, Aventuras,60
Little Italy,2018,Canadá,Ingles,Donald Petrie,4.4,Miramax Films,NR,Emma Roberts, Hayden Christensen, Alyssa Milano, Danny Aiello, Andrea Martin, Jane Seymour,Mejor Película,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Comedia, Romance,
